"uid_ini","uid_rec","AI","year"
"R1263","R1239",0.0454545454545455,2022
"R1263","R1252",0.0769230769230769,2022
"R1263","R1253",0.0434782608695652,2022
"R1263","R1256",0.0384615384615385,2022
"R1266","R1116_R1300",0.1,2022
"R1266","R1240",0.117647058823529,2022
"R1266","R1251",0.0555555555555556,2022
"R1266","R1255",0.111111111111111,2022
"R1267","R1090",0.0434782608695652,2022
"R1267","R1121",0.0769230769230769,2022
"R1267","R1252",0.037037037037037,2022
"R1267","R1254",0.0833333333333333,2022
"R1267","R1256",0.25,2022
"R1267","R1303",0.0416666666666667,2022
"R1267","R627",0.0434782608695652,2022
"R1267","R952",0.0416666666666667,2022
"R1268","R1004_R1249",0.125,2022
"R1268","R1090",0.0555555555555556,2022
"R1268","R1136",0.0588235294117647,2022
"R1268","R1254",0.105263157894737,2022
"R1268","R1262",0.277777777777778,2022
"R1268","R867",0.0588235294117647,2022
"R1270","R1078",0.142857142857143,2022
"R1270","R1093",0.0769230769230769,2022
"R1270","R1227",0.2,2022
"R1271","R1116_R1300",0.125,2022
"R1271","R1233",0.0625,2022
"R1271","R1238",0.0476190476190476,2022
"R1271","R1254",0.0714285714285714,2022
"R1271","R1256",0.0434782608695652,2022
"R1271","R1267",0.0454545454545455,2022
"R1271","R1275",0.05,2022
"R1271","R1303",0.0909090909090909,2022
"R1271","R952",0.0909090909090909,2022
"R1272","R1173",0.0625,2022
"R1272","R1233",0.0434782608695652,2022
"R1272","R1237",0.0357142857142857,2022
"R1272","R1252",0.0434782608695652,2022
"R1272","R1254",0.157894736842105,2022
"R1272","R1256",0.0833333333333333,2022
"R1272","R1267",0.125,2022
"R1272","R714",0.0869565217391304,2022
"R1273","R1119",0.0454545454545455,2022
"R1273","R1123",0.04,2022
"R1273","R1147_L1194",0.0454545454545455,2022
"R1273","R1222",0.0434782608695652,2022
"R1273","R1235",0.0869565217391304,2022
"R1273","R1237",0.148148148148148,2022
"R1273","R1238",0.04,2022
"R1273","R1239",0.0384615384615385,2022
"R1273","R1250_R1264",0.0454545454545455,2022
"R1273","R1252",0.0740740740740741,2022
"R1273","R1253",0.0416666666666667,2022
"R1273","R1260",0.0769230769230769,2022
"R1273","R1263",0.136363636363636,2022
"R1273","R1267",0.037037037037037,2022
"R1273","R1270",0.05,2022
"R1273","R627",0.0416666666666667,2022
"R1275","R1078",0.105263157894737,2022
"R1275","R1093",0.0869565217391304,2022
"R1275","R1120",0.0454545454545455,2022
"R1275","R1147_L1194",0.285714285714286,2022
"R1275","R1237",0.153846153846154,2022
"R1275","R1238",0.125,2022
"R1275","R1239",0.08,2022
"R1275","R1252",0.166666666666667,2022
"R1275","R1253",0.217391304347826,2022
"R1275","R1256",0.0833333333333333,2022
"R1275","R1260",0.185185185185185,2022
"R1275","R1263",0.0454545454545455,2022
"R1275","R1267",0.0357142857142857,2022
"R1275","R1272",0.0434782608695652,2022
"R1275","R1273",0.130434782608696,2022
"R1275","R1303",0.15,2022
"R1275","R837_R1118_L1228",0.1,2022
"R1275","R990",0.0952380952380952,2022
"R1276","R1093",0.142857142857143,2022
"R1276","R1238",0.0434782608695652,2022
"R1276","R1256",0.0869565217391304,2022
"R1276","R1260",0.0416666666666667,2022
"R1276","R1273",0.05,2022
"R1276","R1275",0.105263157894737,2022
"R1276","R888",0.272727272727273,2022
"R1276","R952",0.142857142857143,2022
"R1287","R1135",0.166666666666667,2022
"R1299","R1240",0.0625,2022
"R1301","R1237",0.0384615384615385,2022
"R1301","R1276",0.111111111111111,2022
"R1302","R1313",1,2022
"R1303","R1093",0.0555555555555556,2022
"R1303","R1173",0.0769230769230769,2022
"R1303","R1238",0.0454545454545455,2022
"R1303","R1256",0.0869565217391304,2022
"R1303","R1272",0.0666666666666667,2022
"R1303","R1276",0.0769230769230769,2022
"R1303","R714",0.0909090909090909,2022
"R1305","R923",1,2022
"R1312","R1121",0.1,2022
"R1324","R1093",0.0769230769230769,2022
"R1325","R1240",0.0625,2022
"R1325","R1251",0.0588235294117647,2022
"R627","R1120",0.0526315789473684,2022
"R627","R1237",0.04,2022
"R627","R1238",0.0416666666666667,2022
"R627","R1239",0.05,2022
"R627","R1272",0.0526315789473684,2022
"R627","R837_R1118_L1228",0.0714285714285714,2022
"R714","R1093",0.0416666666666667,2022
"R714","R1121",0.0434782608695652,2022
"R714","R1131",0.0555555555555556,2022
"R714","R1133",0.0454545454545455,2022
"R714","R1253",0.037037037037037,2022
"R714","R1254",0.19047619047619,2022
"R714","R1256",0.08,2022
"R714","R1267",0.125,2022
"R714","R1271",0.0526315789473684,2022
"R714","R1273",0.0384615384615385,2022
"R714","R1275",0.04,2022
"R777_R889","R1253",0.05,2022
"R814","R1237",0.04,2022
"R814","R837_R1118_L1228",0.142857142857143,2022
"R837_R1118_L1228","R1123",0.0714285714285714,2022
"R838","R1287",0.25,2022
"R851_L1148","R1231",0.0666666666666667,2022
"R888","R1093",0.0666666666666667,2022
"R888","R1252",0.0454545454545455,2022
"R888","R936",0.0769230769230769,2022
"R888","R952",0.0714285714285714,2022
"R936","R1234",0.125,2022
"R936","R1262",0.0555555555555556,2022
"R936","R1266",0.0714285714285714,2022
"R936","R867",0.1,2022
"R945","R1237",0.04,2022
"R945","R1258",0.25,2022
"R952","R952",0.1,2022
"R958","R990",0.0833333333333333,2022
"R990","R1135",0.0952380952380952,2022
"R990","R1136",0.0588235294117647,2022
"R990","R1181",0.0555555555555556,2022
"R990","R1237",0.0740740740740741,2022
"R990","R1238",0.0476190476190476,2022
"R990","R1239",0.04,2022
"R990","R627",0.0555555555555556,2022
"R990","R814",0.0833333333333333,2022
